session_id;exercise_name;model_number;elem_type;plantuml;count
gpt5;case_14_university_courses;model013;Class;Student;1
gpt5;case_14_university_courses;model013;Attributes;Student.studentCode;1
gpt5;case_14_university_courses;model013;Class;Course;1
gpt5;case_14_university_courses;model013;Class;Enrollment;1
gpt5;case_14_university_courses;model013;Attributes;Enrollment.date;1
gpt5;case_14_university_courses;model013;Class;TeachingAssistant;1
gpt5;case_14_university_courses;model013;Attributes;TeachingAssistant.firstName;1
gpt5;case_14_university_courses;model013;Attributes;TeachingAssistant.lastName;1
gpt5;case_14_university_courses;model013;Class;Assignment;1
gpt5;case_14_university_courses;model013;Attributes;Assignment.details;1
gpt5;case_14_university_courses;model013;Attributes;Assignment.responsibilities;1
gpt5;case_14_university_courses;model013;Class;LabSection;1
gpt5;case_14_university_courses;model013;Attributes;LabSection.location;1
gpt5;case_14_university_courses;model013;Class;TimeSlot;1
gpt5;case_14_university_courses;model013;Attributes;TimeSlot.startTime;1
gpt5;case_14_university_courses;model013;Attributes;TimeSlot.endTime;1
gpt5;case_14_university_courses;model013;Association;"Student ""1"" -- ""0..*"" Enrollment";1
gpt5;case_14_university_courses;model013;Composition;"Course ""1"" *-- ""1..*"" LabSection";1
gpt5;case_14_university_courses;model013;Composition;"LabSection ""1"" *-- ""1"" TimeSlot";1
gpt5;case_14_university_courses;model013;Association Class;(TeachingAssistant, Course) .. Assignment;1
