session_id;exercise_name;model_number;elem_type;plantuml;count
P134;robots;model012;Class;Abstract Robot;1
P134;robots;model012;Attributes;Robot.identifier;1
P134;robots;model012;Class;CleaningRobot;1
P134;robots;model012;Class;TransportRobot;1
P134;robots;model012;Class;Task;1
P134;robots;model012;Attributes;Task.code;1
P134;robots;model012;Class;TaskExecution;1
P134;robots;model012;Attributes;TaskExecution.referenceCode;1
P134;robots;model012;Attributes;TaskExecution.startTime;1
P134;robots;model012;Attributes;TaskExecution.locationCategory;1
P134;robots;model012;Class;Facility;1
P134;robots;model012;Attributes;Facility.id;1
P134;robots;model012;Class;Enumeration LocationCategory;1
P134;robots;model012;Attributes;LocationCategory.Corridor;1
P134;robots;model012;Attributes;LocationCategory.Room;1
P134;robots;model012;Inheritance;CleaningRobot --|> Robot;1
P134;robots;model012;Inheritance;TransportRobot --|> Robot;1
P134;robots;model012;Association;"Facility ""0..1"" -- ""0..1"" Robot";1
P134;robots;model012;Composition;"Facility ""1"" *-- ""1"" Task";1
P134;robots;model012;Association;"Robot ""1..*"" -- ""0..*"" Task";1
P134;robots;model012;Association;"Facility ""1"" -- ""0..1"" TaskExecution";1
P134;robots;model012;Association;"Robot ""1..*"" -- ""0..1"" TaskExecution";1
P134;robots;model012;Association;"Task ""1"" -- ""0..1"" TaskExecution";1
