session_id;exercise_name;model_number;elem_type;plantuml;count
P005;robots;model003;Class;Abstract Robot;1
P005;robots;model003;Attributes;Robot.identifier;1
P005;robots;model003;Class;CleaningRobot;1
P005;robots;model003;Class;TransportRobot;1
P005;robots;model003;Class;Task;1
P005;robots;model003;Attributes;Task.code;1
P005;robots;model003;Class;Enumeration LocationCategory;1
P005;robots;model003;Attributes;LocationCategory.corridor;1
P005;robots;model003;Attributes;LocationCategory.room;1
P005;robots;model003;Inheritance;CleaningRobot --|> Robot;1
P005;robots;model003;Inheritance;TransportRobot --|> Robot;1
P005;robots;model003;Association;"Robot ""*"" -- ""*"" Task";1
P005;robots;model003;Class;TaskExecution;1
P005;robots;model003;Attributes;TaskExecution.referenceCode;1
P005;robots;model003;Attributes;TaskExecution.startTime;1
P005;robots;model003;Attributes;TaskExecution.locationCategory;1
P005;robots;model003;Association Class;(Robot, Task) .. TaskExecution;1
