session_id;exercise_name;model_number;elem_type;plantuml;count
P003;theater_scheduling;model011;Class;Session;1
P003;theater_scheduling;model011;Attributes;Session.scheduledDate;1
P003;theater_scheduling;model011;Attributes;Session.startTime;1
P003;theater_scheduling;model011;Attributes;Session.endTime;1
P003;theater_scheduling;model011;Class;Author;1
P003;theater_scheduling;model011;Class;Participant;1
P003;theater_scheduling;model011;Class;Theater;1
P003;theater_scheduling;model011;Attributes;Theater.location;1
P003;theater_scheduling;model011;Class;Play;1
P003;theater_scheduling;model011;Attributes;Play.name;1
P003;theater_scheduling;model011;Attributes;Play.timeOfDay;1
P003;theater_scheduling;model011;Attributes;Play.PlayType;1
P003;theater_scheduling;model011;Class;Enumeration TimeOfDay;1
P003;theater_scheduling;model011;Attributes;TimeOfDay.Day;1
P003;theater_scheduling;model011;Attributes;TimeOfDay.Night;1
P003;theater_scheduling;model011;Class;Enumeration PlayType;1
P003;theater_scheduling;model011;Attributes;PlayType.MUSICAL;1
P003;theater_scheduling;model011;Attributes;PlayType.OPERA;1
P003;theater_scheduling;model011;Class;Abstract Person;1
P003;theater_scheduling;model011;Attributes;Person.name;1
P003;theater_scheduling;model011;Association;"Play ""1..*"" -- ""0..*"" Author";1
P003;theater_scheduling;model011;Association;"Play ""0..1"" -- ""1..*"" Participant";1
P003;theater_scheduling;model011;Association;"Author ""1"" -- ""1..*"" Participant";1
P003;theater_scheduling;model011;Composition;"Play ""1"" *-- ""1"" Session";1
P003;theater_scheduling;model011;Association;"Play ""0..*"" -- ""1..*"" Theater";1
P003;theater_scheduling;model011;Association;"Session ""0..*"" -- ""1"" Theater";1
P003;theater_scheduling;model011;Inheritance;Participant --|> Person;1
P003;theater_scheduling;model011;Inheritance;Author --|> Person;1
