session_id;exercise_name;model_number;elem_type;plantuml;count
P032;person_and_resources;model002;Class;Person;1
P032;person_and_resources;model002;Attributes;Person.name;1
P032;person_and_resources;model002;Attributes;Person.identifier;1
P032;person_and_resources;model002;Class;Abstract Resource;1
P032;person_and_resources;model002;Attributes;Resource.name;1
P032;person_and_resources;model002;Class;File;1
P032;person_and_resources;model002;Class;Folder;1
P032;person_and_resources;model002;Class;User;1
P032;person_and_resources;model002;Attributes;User.password;1
P032;person_and_resources;model002;Class;Ancestor;1
P032;person_and_resources;model002;Attributes;Ancestor.degree;1
P032;person_and_resources;model002;Association;"Person ""0..1"" -- ""0..1"" Person";1
P032;person_and_resources;model002;Composition;"Folder ""1"" *-- ""0..*"" Resource";1
P032;person_and_resources;model002;Inheritance;File --|> Resource;1
P032;person_and_resources;model002;Inheritance;Folder --|> Resource;1
P032;person_and_resources;model002;Inheritance;User --|> Person;1
P032;person_and_resources;model002;Association;"Person ""1"" -- ""0..*"" Ancestor";1
P032;person_and_resources;model002;Association;"User ""*"" -- ""*"" Resource";1
P032;person_and_resources;model002;Class;Access;1
P032;person_and_resources;model002;Attributes;Access.canView;1
P032;person_and_resources;model002;Attributes;Access.canEdit;1
P032;person_and_resources;model002;Association Class;(User, Resource) .. Access;1
