session_id;exercise_name;model_number;elem_type;plantuml;count
P113;robots;model002;Class;Abstract Robot;1
P113;robots;model002;Attributes;Robot.robotId;1
P113;robots;model002;Class;CleaningRobot;1
P113;robots;model002;Class;TransportRobot;1
P113;robots;model002;Class;Task;1
P113;robots;model002;Attributes;Task.taskCode;1
P113;robots;model002;Class;Enumeration LocationCategory;1
P113;robots;model002;Attributes;LocationCategory.corridor;1
P113;robots;model002;Attributes;LocationCategory.room;1
P113;robots;model002;Inheritance;CleaningRobot --|> Robot;1
P113;robots;model002;Inheritance;TransportRobot --|> Robot;1
P113;robots;model002;Association;"Robot ""*"" -- ""*"" Task";1
P113;robots;model002;Class;TaskExecution;1
P113;robots;model002;Attributes;TaskExecution.executionRefCode;1
P113;robots;model002;Attributes;TaskExecution.startTime;1
P113;robots;model002;Attributes;TaskExecution.locationCategory;1
P113;robots;model002;Association Class;(Robot, Task) .. TaskExecution;1
