session_id;exercise_name;model_number;elem_type;plantuml;count
P035;theater_scheduling;model003;Class;Theater;1
P035;theater_scheduling;model003;Attributes;Theater.location;1
P035;theater_scheduling;model003;Attributes;Theater.name;1
P035;theater_scheduling;model003;Class;Abstract Play;1
P035;theater_scheduling;model003;Attributes;Play.name;1
P035;theater_scheduling;model003;Attributes;Play.timeOfDay;1
P035;theater_scheduling;model003;Class;Musical;1
P035;theater_scheduling;model003;Class;Opera;1
P035;theater_scheduling;model003;Class;Author;1
P035;theater_scheduling;model003;Attributes;Author.name;1
P035;theater_scheduling;model003;Class;Participant;1
P035;theater_scheduling;model003;Attributes;Participant.name;1
P035;theater_scheduling;model003;Class;Enumeration TimeOfDay;1
P035;theater_scheduling;model003;Attributes;TimeOfDay.Day;1
P035;theater_scheduling;model003;Attributes;TimeOfDay.Night;1
P035;theater_scheduling;model003;Association;"Play ""1..*"" -- ""1..*"" Author";1
P035;theater_scheduling;model003;Inheritance;Musical --|> Play;1
P035;theater_scheduling;model003;Inheritance;Opera --|> Play;1
P035;theater_scheduling;model003;Association;"Play ""0..*"" -- ""1..*"" Participant";1
P035;theater_scheduling;model003;Association;"Theater ""*"" -- ""*"" Play";1
P035;theater_scheduling;model003;Class;Session;1
P035;theater_scheduling;model003;Attributes;Session.scheduledDate;1
P035;theater_scheduling;model003;Attributes;Session.startTime;1
P035;theater_scheduling;model003;Attributes;Session.endTime;1
P035;theater_scheduling;model003;Association Class;(Theater, Play) .. Session;1
