session_id;exercise_name;model_number;elem_type;plantuml;count
gpt5;case_12_person_and_resources;model013;Class;Person;1
gpt5;case_12_person_and_resources;model013;Attributes;Person.name;1
gpt5;case_12_person_and_resources;model013;Attributes;Person.identifier;1
gpt5;case_12_person_and_resources;model013;Class;Abstract Resource;1
gpt5;case_12_person_and_resources;model013;Attributes;Resource.name;1
gpt5;case_12_person_and_resources;model013;Class;File;1
gpt5;case_12_person_and_resources;model013;Class;Folder;1
gpt5;case_12_person_and_resources;model013;Class;User;1
gpt5;case_12_person_and_resources;model013;Attributes;User.password;1
gpt5;case_12_person_and_resources;model013;Class;Access;1
gpt5;case_12_person_and_resources;model013;Attributes;Access.canView;1
gpt5;case_12_person_and_resources;model013;Attributes;Access.canEdit;1
gpt5;case_12_person_and_resources;model013;Class;AncestorLink;1
gpt5;case_12_person_and_resources;model013;Attributes;AncestorLink.degree;1
gpt5;case_12_person_and_resources;model013;Association;"Person ""0..1"" -- ""0..*"" Person";1
gpt5;case_12_person_and_resources;model013;Association;"AncestorLink ""1"" -- ""0..*"" Person";1
gpt5;case_12_person_and_resources;model013;Association;"User ""0..*"" -- ""1"" Access";1
gpt5;case_12_person_and_resources;model013;Association;"Access ""1"" -- ""0..*"" Resource";1
gpt5;case_12_person_and_resources;model013;Composition;"Folder ""0..*"" *-- ""1"" File";1
gpt5;case_12_person_and_resources;model013;Composition;"Folder ""0..*"" *-- ""0..1"" Folder";1
gpt5;case_12_person_and_resources;model013;Inheritance;User --|> Person;1
gpt5;case_12_person_and_resources;model013;Inheritance;File --|> Resource;1
gpt5;case_12_person_and_resources;model013;Inheritance;Folder --|> Resource;1
