session_id;exercise_name;model_number;elem_type;plantuml;count
gpt4.1;case_11_e-commerce;model001;Class;Customer;1
gpt4.1;case_11_e-commerce;model001;Attributes;Customer.customerId;1
gpt4.1;case_11_e-commerce;model001;Class;Order;1
gpt4.1;case_11_e-commerce;model001;Attributes;Order.orderId;1
gpt4.1;case_11_e-commerce;model001;Class;Product;1
gpt4.1;case_11_e-commerce;model001;Attributes;Product.name;1
gpt4.1;case_11_e-commerce;model001;Attributes;Product.description;1
gpt4.1;case_11_e-commerce;model001;Class;OrderItem;1
gpt4.1;case_11_e-commerce;model001;Attributes;OrderItem.quantity;1
gpt4.1;case_11_e-commerce;model001;Attributes;OrderItem.agreedPrice;1
gpt4.1;case_11_e-commerce;model001;Class;Review;1
gpt4.1;case_11_e-commerce;model001;Attributes;Review.dateWritten;1
gpt4.1;case_11_e-commerce;model001;Attributes;Review.ratingScore;1
gpt4.1;case_11_e-commerce;model001;Class;Promotion;1
gpt4.1;case_11_e-commerce;model001;Attributes;Promotion.promotionId;1
gpt4.1;case_11_e-commerce;model001;Class;ProductPromotion;1
gpt4.1;case_11_e-commerce;model001;Attributes;ProductPromotion.discountRate;1
gpt4.1;case_11_e-commerce;model001;Attributes;ProductPromotion.startDate;1
gpt4.1;case_11_e-commerce;model001;Attributes;ProductPromotion.endDate;1
gpt4.1;case_11_e-commerce;model001;Association;"Customer ""1"" -- ""0..*"" Order";1
gpt4.1;case_11_e-commerce;model001;Association;"Product ""1"" -- ""0..*"" ProductPromotion";1
gpt4.1;case_11_e-commerce;model001;Association;"Promotion ""1"" -- ""0..*"" ProductPromotion";1
gpt4.1;case_11_e-commerce;model001;Composition;"Order ""1"" *-- ""1..*"" OrderItem";1
gpt4.1;case_11_e-commerce;model001;Composition;"OrderItem ""1"" *-- ""1"" Product";1
gpt4.1;case_11_e-commerce;model001;Association Class;(Customer, Product) .. Review;1
gpt4.1;case_11_e-commerce;model001;Association Class;(Product, Promotion) .. ProductPromotion;1
